Date,Time,CPU Package [°C],CPU IA Cores [°C],CPU GT Cores (Graphics) [°C],VR VCC Temperature (SVID) [°C],CPU Package Power [W],IA Cores Power [W],System Agent Power [W],Rest-of-Chip Power [W],PL1 Power Limit (Static) [W],PL2 Power Limit (Static) [W],VR VCC Power (SVID POUT) [W],GPU Temperature [°C],GPU Hot Spot Temperature [°C],GPU Thermal Limit [°C],GPU Power [W],GPU Rail Powers (avg) [W],GPU Core (NVVDD) Input Power (sum) [W],GPU PCIe +12V Input Power [W],GPU 8-pin #1 Input Power [W],GPU Misc0 Input Power [W],GPU Core (NVVDD2) Input Power (sum) [W],GPU Input PP Source Power (sum) [W],GPU Core (NVVDD) Output Power [W],GPU Core (NVVDD) Output Power [W],GPU Core Load [%],GPU Memory Controller Load [%],GPU Video Engine Load [%],GPU Bus Load [%],GPU Memory Usage [%],GPU D3D Usages (avg) [%],GPU D3D Usage [%],GPU Video Decode 0 Usage [%],GPU Video Encode 0 Usage [%],GPU VR Usage [%]
26.3.2025,42:49.3,39,39,38,38,42.525,33.637,6.449,1.432,202,241,40,43.5,50.7,83,13.464,5.697,9.045,2.73,10.61,5.181,8.147,5.205,1.091,3.567,0,9,0,0,8.4,0,0.1,0,0,0
26.3.2025,42:50.3,39,39,38,38,42.568,33.697,6.445,1.428,202,241,40,43.5,50.7,83,13.516,5.634,8.867,2.729,10.473,5.144,7.983,5.221,1.093,3.564,1,12,0,0,8.4,0,0,0,0,0
26.3.2025,42:51.3,39,39,38,38,43.463,34.552,6.463,1.438,202,241,40,43.5,50.7,83,13.545,5.672,9.269,2.657,10.572,5.012,8.346,4.893,1.095,3.532,0,13,0,0,8.4,0,0,0,0,0
26.3.2025,42:52.3,39,39,38,38,45.973,36.833,6.704,1.448,202,241,40,43.5,50.7,83,33.302,17.397,18.2,11.576,30.626,19.689,16.383,25.834,3.343,13.528,0,0,0,0,8.6,0.2,0.7,0,0,0
26.3.2025,42:53.3,39,39,38,38,43.49,33.741,7.3,1.428,202,241,40,43.5,50.7,83,42.298,17.361,18.073,11.538,30.558,19.706,16.268,25.83,3.348,13.568,0,0,0,0,8.6,0,0,0,0,0
26.3.2025,42:54.3,39,39,38,38,43.321,33.58,7.3,1.433,202,241,40,43.5,50.7,83,42.343,9.991,9.993,6.309,18.765,12.76,8.997,16.08,1.218,5.808,0,1,0,0,8.6,0,0,0,0,0
26.3.2025,42:55.3,39,39,38,38,43.252,33.809,7.011,1.429,202,241,40,43.5,50.7,83,17.412,5.681,9.251,2.693,10.546,5,8.328,4.928,1.104,3.6,0,4,0,0,8.6,0,0,0,0,0
26.3.2025,42:56.3,39,39,38,38,42.791,33.849,6.509,1.428,202,241,40,43.5,50.7,83,13.633,5.671,8.973,2.766,10.523,5.144,8.085,5.218,1.093,3.57,0,7,0,0,8.6,0,0,0,0,0
26.3.2025,42:57.3,39,39,38,38,42.676,33.769,6.467,1.434,202,241,40,43.5,50.7,83,13.522,5.734,9.175,2.792,10.637,5.134,8.263,5.172,1.097,3.602,0,5,0,0,8.6,0,0,0,0,0
26.3.2025,42:58.3,39,39,38,38,42.531,33.627,6.467,1.434,202,241,40,43.5,50.7,83,13.525,5.723,9.083,2.78,10.638,5.183,8.184,5.242,1.102,3.572,0,7,0,0,8.6,0,0,0,0,0
26.3.2025,42:59.3,39,39,38,38,42.745,33.848,6.463,1.43,202,241,40,43.5,50.7,83,13.424,5.58,8.834,2.704,10.339,5.035,7.961,5.092,1.104,3.572,0,19,0,0,8.6,0,0,0,0,0
26.3.2025,43:00.3,39,39,38,38,42.592,33.686,6.47,1.432,202,241,40,43.5,50.7,83,13.397,5.573,9.069,2.622,10.346,4.905,8.159,4.818,1.093,3.57,0,4,0,0,8.6,0,0,0,0,0
26.3.2025,43:01.3,39,39,38,38,42.655,33.756,6.466,1.429,202,241,40,43.5,50.7,83,13.281,5.594,9.126,2.644,10.377,4.903,8.215,4.815,1.093,3.575,0,4,0,0,8.6,0,0,0,0,0
26.3.2025,43:02.3,39,39,38,38,42.461,33.56,6.462,1.431,202,241,40,43.5,50.7,83,13.452,5.673,9.251,2.719,10.528,4.977,8.328,4.924,1.095,3.559,0,4,0,0,8.6,0,0.1,0,0,0
26.3.2025,43:03.3,39,39,38,38,42.76,33.863,6.459,1.431,202,241,40,43.5,50.7,83,13.465,5.688,9.209,2.707,10.576,5.05,8.298,4.986,1.1,3.575,0,10,0,0,8.6,0,0,0,0,0
26.3.2025,43:04.3,39,39,38,38,42.754,33.847,6.469,1.433,202,241,40,43.5,50.7,83,13.419,5.625,8.957,2.668,10.46,5.096,8.058,5.084,1.096,3.583,0,4,0,0,8.6,0,0.1,0,0,0
26.3.2025,43:05.3,39,39,38,38,42.842,33.935,6.472,1.429,202,241,40,43.5,50.7,83,13.409,5.677,8.884,2.681,10.522,5.18,7.999,5.207,1.356,3.589,0,12,0,0,8.6,0,0,0,0,0
26.3.2025,43:06.3,39,39,38,38,43.179,34.274,6.473,1.429,202,241,40,43.5,50.7,83,13.252,5.621,8.853,2.669,10.474,5.156,7.968,5.175,1.1,3.575,0,11,0,0,8.6,0,0,0,0,0
26.3.2025,43:07.3,39,39,38,38,42.571,33.655,6.477,1.432,202,241,40,43.5,50.7,83,13.219,5.584,8.73,2.667,10.396,5.154,7.857,5.221,1.096,3.553,0,9,0,0,8.6,0,0,0,0,0
26.3.2025,43:08.3,39,39,38,38,42.548,33.635,6.477,1.433,202,241,40,43.5,50.7,83,13.25,5.619,8.729,2.751,10.43,5.19,7.856,5.329,1.089,3.581,0,7,0,0,8.6,0,0,0,0,0
26.3.2025,43:09.3,39,39,38,38,42.921,34.013,6.473,1.432,202,241,40,43.5,50.7,83,13.274,5.567,8.764,2.679,10.335,5.07,7.891,5.127,1.1,3.57,0,12,0,0,8.6,0,0,0,0,0
26.3.2025,43:10.3,39,39,38,38,43.143,34.237,6.464,1.436,202,241,40,43.5,50.7,83,13.319,5.624,9.091,2.671,10.457,5.002,8.192,4.943,1.098,3.54,0,10,0,0,8.6,0,0,0,0,0
26.3.2025,43:11.3,39,39,38,38,42.764,33.862,6.469,1.431,202,241,48,43.5,50.7,83,14.673,10.8,10.171,6.218,18.381,12.266,9.163,15.43,3.264,11.508,12,8,0,0,8.5,0.2,0.6,0,0,0
26.3.2025,43:12.3,39,39,38,38,43.594,34.259,6.89,1.436,202,241,40,43.5,50.7,83,40.838,17.424,18.274,11.484,30.718,19.743,16.456,25.761,3.393,13.564,1,0,0,0,8.5,0.1,0.2,0,0,0
26.3.2025,43:13.3,39,39,38,38,43.739,33.965,7.33,1.438,202,241,40,43.5,50.7,83,42.461,17.461,18.391,11.607,30.699,19.665,16.548,25.767,3.362,13.652,2,0,0,0,8.6,0.1,0.4,0,0,0
26.3.2025,43:14.3,39,39,38,38,43.807,34.039,7.327,1.438,202,241,40,43.5,50.7,83,42.283,17.431,18.366,11.522,30.676,19.654,16.536,25.677,3.383,13.636,0,0,0,0,8.6,0,0.1,0,0,0
26.3.2025,43:15.3,39,39,38,38,44.667,34.88,7.336,1.442,202,241,40,43.5,50.7,83,42.53,17.645,18.454,11.503,30.838,19.754,16.612,25.734,4.59,13.676,2,0,0,0,8.7,0.1,0.2,0,0,0
26.3.2025,43:16.3,39,39,38,38,47.029,37.174,7.384,1.466,202,241,40,43.5,50.7,83,42.869,17.438,18.324,11.591,30.652,19.642,16.495,25.753,3.364,13.68,2,0,0,0,8.8,0.3,1.3,0,0,0
26.3.2025,43:17.3,39,39,38,38,43.865,34.073,7.348,1.438,202,241,40,43.5,50.7,83,42.211,17.392,18.236,11.505,30.589,19.64,16.419,25.686,3.377,13.684,0,0,0,0,8.8,0,0.1,0,0,0
26.3.2025,43:18.3,39,39,38,38,43.376,33.628,7.319,1.431,202,241,40,43.5,50.7,83,36.444,7.535,7.467,4.764,14.28,9.794,6.726,12.322,1.2,3.725,0,2,0,0,8.7,0,0,0,0,0
26.3.2025,43:19.3,39,39,38,38,43.205,33.976,6.79,1.432,202,241,40,43.5,50.7,83,15.291,5.763,8.632,2.921,10.685,5.503,7.771,5.846,1.111,3.632,0,21,0,0,8.7,0,0,0,0,0
26.3.2025,43:20.3,39,39,38,38,42.889,33.952,6.489,1.437,202,241,40,43.5,50.7,83,13.703,5.696,9.249,2.704,10.554,5.01,8.327,4.938,1.119,3.665,0,20,0,0,8.7,0,0.1,0,0,0
26.3.2025,43:21.3,39,39,38,38,43.57,34.414,6.719,1.435,202,241,40,43.5,50.7,83,33.561,17.367,18.137,11.554,30.518,19.64,16.33,25.753,3.368,13.636,0,0,0,0,8.7,0,0,0,0,0
26.3.2025,43:22.3,39,39,38,38,43.871,34.055,7.38,1.431,202,241,40,43.5,50.7,83,42.183,17.356,18.032,11.568,30.475,19.647,16.238,25.817,3.389,13.68,0,0,0,0,8.7,0.3,1.2,0,0,0
26.3.2025,43:23.3,39,39,38,38,43.595,33.78,7.38,1.43,202,241,40,43.5,50.7,83,31.96,6.125,6.673,4.733,10.626,6.621,6.006,9.367,1.202,3.771,0,2,0,0,8.7,0,0,0,0,0
26.3.2025,43:24.3,39,39,38,38,43.595,33.78,7.38,1.43,202,241,40,43.5,50.7,83,15.949,5.639,8.736,2.74,10.434,5.191,7.863,5.322,1.127,3.695,0,23,0,0,8.8,0.1,0.4,0,0,0
26.3.2025,43:25.3,39,39,38,38,43.179,33.933,6.809,1.431,202,241,40,43.5,50.7,83,13.82,5.629,8.887,2.766,10.401,5.072,8.001,5.183,1.112,3.611,0,30,0,0,8.8,0.1,0.3,0,0,0
26.3.2025,43:26.3,39,39,38,38,43.073,34.093,6.542,1.432,202,241,48,43.5,50.7,83,14.611,5.999,7.744,3.259,11.144,6.491,6.979,7.424,1.112,3.837,3,25,0,0,8.8,0.5,1.8,0,0,0
26.3.2025,43:27.3,39,39,38,38,42.996,34.067,6.492,1.431,202,241,40,43.5,50.7,83,14.27,6.078,7.233,3.415,11.371,7.031,6.516,8.278,1.125,3.651,7,19,0,0,8.8,0.2,0.6,0,0,0
26.3.2025,43:28.3,39,39,38,38,44.206,35.254,6.506,1.443,202,241,40,43.5,50.7,83,15.116,6.388,6.666,3.763,11.895,7.894,6.009,9.662,1.111,4.107,13,8,0,0,8.8,0.2,0.8,0,0,0
26.3.2025,43:29.3,39,39,38,38,43.953,34.999,6.511,1.441,202,241,40,43.5,50.7,83,16.337,6.478,7.139,3.767,12.096,7.802,6.435,9.439,1.115,4.028,10,13,0,0,8.8,1.7,6.9,0,0,0
26.3.2025,43:30.3,39,39,38,38,44.871,35.908,6.509,1.447,202,241,40,43.5,50.7,83,14.114,5.808,8.898,2.874,10.776,5.433,8.012,5.645,1.111,3.717,1,28,0,0,8.8,0,0.1,0,0,0
26.3.2025,43:31.3,39,39,38,38,45.246,36.269,6.515,1.45,202,241,40,43.5,50.7,83,13.462,5.625,8.984,2.619,10.447,5.059,8.085,4.992,1.108,3.709,0,45,0,0,8.8,0,0.1,0,0,0
26.3.2025,43:32.3,39,39,38,38,43.907,34.965,6.507,1.437,202,241,40,43.5,50.7,83,13.523,5.654,8.949,2.739,10.468,5.094,8.064,5.15,1.108,3.66,0,22,0,0,8.8,0.1,0.2,0,0,0
26.3.2025,43:33.3,39,39,38,38,43.418,34.479,6.498,1.432,202,241,40,43.5,50.7,83,14.311,5.76,8.796,2.811,10.709,5.431,7.923,5.605,1.119,3.69,1,33,0,0,8.8,0,0.1,0,0,0
26.3.2025,43:34.3,39,39,38,38,43.604,34.669,6.495,1.434,202,241,40,43.5,50.7,83,13.572,6.125,7.275,3.498,11.427,7.053,6.548,8.379,1.128,3.692,1,15,0,0,8.8,0.1,0.2,0,0,0
26.3.2025,43:35.3,39,39,38,38,43.805,34.859,6.503,1.437,202,241,40,43.5,50.7,83,13.743,6.297,7.242,3.657,11.806,7.453,6.514,8.954,1.106,3.646,0,38,0,0,8.8,0,0.1,0,0,0
26.3.2025,43:36.3,39,39,38,38,42.888,33.951,6.496,1.432,202,241,40,43.5,50.7,83,13.906,6.095,7.644,3.38,11.41,6.828,6.889,7.92,1.102,3.586,0,20,0,0,8.8,0.1,0.4,0,0,0
26.3.2025,43:37.3,39,39,38,38,42.99,34.061,6.498,1.434,202,241,40,43.5,50.7,83,14.284,6.173,7.343,3.561,11.516,7.104,6.615,8.468,1.119,3.66,1,37,0,0,8.8,0.1,0.2,0,0,0
26.3.2025,43:38.3,39,39,38,38,43.373,34.439,6.496,1.431,202,241,40,43.5,50.7,83,14.147,6.483,7.184,3.78,12.123,7.804,6.468,9.439,1.119,3.951,12,9,0,1,8.8,0.1,0.6,0,0,0
26.3.2025,43:39.3,39,39,38,38,43.259,34.324,6.493,1.432,202,241,40,43.5,50.7,83,14.964,6.091,8.047,3.297,11.354,6.528,7.245,7.411,1.138,3.703,3,11,0,0,8.8,0.2,0.6,0,0,0
26.3.2025,43:40.3,39,39,38,38,43.434,34.486,6.505,1.44,202,241,40,43.5,50.7,83,13.841,6.138,7.782,3.371,11.489,6.818,7.004,7.872,1.113,3.651,3,30,0,0,8.8,0.1,0.2,0,0,0
26.3.2025,43:41.3,39,39,38,38,43.279,34.353,6.495,1.431,202,241,40,43.5,50.7,83,13.807,5.678,8.964,2.717,10.522,5.144,8.078,5.167,1.113,3.722,3,18,0,0,8.8,0,0.2,0,0,0
26.3.2025,43:42.3,39,39,38,38,43.175,34.243,6.495,1.429,202,241,40,43.5,50.7,83,13.576,6.019,7.319,3.396,11.188,6.795,6.59,7.996,1.126,3.747,3,22,0,0,8.8,0,0.1,0,0,0
26.3.2025,43:43.3,39,39,38,38,43.184,34.251,6.495,1.431,202,241,40,43.5,50.7,83,13.741,5.938,8.03,3.14,11.063,6.251,7.227,6.985,1.121,3.687,3,17,0,0,8.8,0.1,0.2,0,0,0
26.3.2025,43:44.3,39,39,38,38,42.945,34.011,6.495,1.432,202,241,40,43.5,50.7,83,13.572,5.938,7.72,3.346,11.341,6.709,6.954,7.741,1.378,3.635,3,29,0,0,8.8,0.1,0.1,0,0,0
26.3.2025,43:45.3,39,39,38,38,42.945,34.011,6.495,1.432,202,241,40,43.5,50.7,83,13.572,6.103,7.72,3.346,11.341,6.709,6.954,7.741,1.378,3.635,3,29,0,0,8.8,0,0.1,0,0,0
26.3.2025,43:46.3,39,39,38,38,42.945,34.011,6.495,1.432,202,241,40,43.5,50.7,83,13.656,5.844,8.945,2.925,10.831,5.471,8.057,5.709,1.102,3.711,2,33,0,0,8.8,0.1,0.2,0,0,0
26.3.2025,43:47.3,39,39,38,38,42.945,34.011,6.495,1.432,202,241,40,43.5,50.7,83,13.844,5.737,9.037,2.816,10.588,5.158,8.139,5.269,1.127,3.76,3,31,0,0,8.8,0.1,0.2,0,0,0
26.3.2025,43:48.3,39,39,38,38,42.864,33.928,6.498,1.433,202,241,40,43.5,50.7,83,13.649,5.763,9.29,2.766,10.669,5.097,8.367,5.077,1.113,3.725,3,22,0,0,8.8,0,0.2,0,0,0
26.3.2025,43:49.3,39,39,38,38,43.144,34.216,6.495,1.431,202,241,48,43.5,50.7,83,13.722,5.772,9.221,2.79,10.682,5.157,8.309,5.178,1.113,3.722,2,28,0,0,8.8,0.1,0.2,0,0,0
26.3.2025,43:50.3,39,39,38,38,46.23,37.222,6.522,1.483,202,241,40,43.5,50.7,83,13.639,5.723,9.239,2.726,10.611,5.057,8.319,5.02,1.136,3.679,3,18,0,0,8.8,0.1,0.2,0,0,0
26.3.2025,43:51.3,39,39,38,38,47.63,38.591,6.531,1.498,202,241,32,43.5,50.7,83,13.528,5.635,8.918,2.728,10.409,5.058,8.033,5.117,1.108,3.706,3,37,0,0,8.8,0.1,0.2,0,0,0
26.3.2025,43:52.3,39,39,38,38,39.066,30.261,6.419,1.384,202,241,24,43.5,50.7,83,13.537,5.737,9.192,2.768,10.614,5.098,8.269,5.123,1.115,3.72,3,24,0,0,8.9,0.1,0.2,0,0,0
26.3.2025,43:53.3,39,39,38,38,31.485,23.052,6.204,1.22,202,241,24,43.5,50.7,83,14.018,5.948,7.975,3.121,11.068,6.282,7.184,7.016,1.117,3.823,10,14,0,0,8.8,0.2,0.9,0,0,0
26.3.2025,43:54.3,39,39,38,38,13.26,6.243,5.267,0.75,202,241,24,43.5,50.7,83,14.879,6.429,6.35,3.883,11.825,8.015,5.715,10.004,1.371,4.267,5,9,0,0,8.9,0.1,0.5,0,0,0
26.3.2025,43:55.3,39,39,38,38,10.407,3.438,5.225,0.737,202,241,16,43.5,50.7,83,14.767,6.531,6.911,3.858,12.197,8.05,6.216,9.844,1.106,4.063,10,21,0,0,8.9,0.1,0.6,0,0,0
26.3.2025,43:56.3,39,39,38,38,11.81,4.812,5.25,0.745,202,241,16,43.5,50.7,83,14.529,6.029,8.343,3.196,11.219,6.211,7.515,6.916,1.106,3.728,2,17,0,0,8.8,0.2,0.6,0,0,0
26.3.2025,43:57.3,39,39,38,38,9.579,2.684,5.173,0.721,202,241,16,43.5,50.7,83,14.046,6.348,7.579,3.657,11.728,7.165,6.825,8.564,1.108,4.161,5,18,0,0,8.8,0.1,0.3,0,0,0
26.3.2025,43:58.3,39,39,38,38,10.538,3.595,5.208,0.731,202,241,16,43.5,50.7,83,14.702,6.166,7.901,3.452,11.477,6.731,7.121,7.816,1.106,3.725,6,15,0,0,8.8,0.2,0.6,0,0,0
26.3.2025,43:59.3,39,39,38,38,10.899,3.952,5.208,0.734,202,241,16,43.5,50.7,83,13.76,5.901,8.502,3.089,10.909,5.803,7.662,6.343,1.123,3.78,4,12,0,0,8.8,0.1,0.2,0,0,0
26.3.2025,44:00.3,39,39,38,38,9.931,2.992,5.206,0.732,202,241,16,43.5,50.7,83,13.928,5.786,8.945,2.931,10.691,5.321,8.057,5.567,1.108,3.671,1,31,0,0,8.8,0.1,0.4,0,0,0
26.3.2025,44:01.3,39,39,38,38,9.603,2.693,5.183,0.725,202,241,16,43.5,50.7,83,13.446,5.817,8.339,3.004,10.778,5.768,7.511,6.275,1.125,3.736,3,35,0,0,8.8,0.1,0.2,0,0,0
26.3.2025,44:02.3,39,39,38,38,10.167,3.241,5.192,0.729,202,241,16,43.5,50.7,83,14.239,6.355,7.51,3.649,11.762,7.253,6.765,8.649,1.119,4.134,6,8,0,0,8.8,0.3,1,0,0,0
26.3.2025,44:03.3,39,39,38,38,10.916,3.951,5.223,0.741,202,241,16,43.5,50.7,83,14.396,6.03,7.982,3.258,11.223,6.43,7.19,7.294,1.111,3.755,6,11,0,0,8.8,0.1,0.4,0,0,0
26.3.2025,44:04.3,39,39,38,38,9.958,3.043,5.188,0.727,202,241,16,43.5,50.7,83,13.752,6.039,8.431,3.15,11.191,6.13,7.59,6.756,1.405,3.66,4,29,0,0,8.8,0.1,0.3,0,0,0
26.3.2025,44:05.3,39,39,38,38,12.855,5.834,5.258,0.757,202,241,16,43.5,50.7,83,14.061,5.819,8.593,2.956,10.743,5.588,7.74,5.966,1.096,3.872,2,25,0,0,8.8,0.1,0.5,0,0,0
26.3.2025,44:06.3,39,39,38,38,10.163,3.25,5.185,0.726,202,241,16,43.5,50.7,83,13.743,5.806,8.687,2.957,10.747,5.541,7.821,5.89,1.109,3.695,1,23,0,0,8.8,0.1,0.2,0,0,0
26.3.2025,44:07.3,39,39,38,38,9.437,2.527,5.177,0.727,202,241,16,43.5,50.7,83,13.792,6.344,7.203,3.671,11.817,7.492,6.483,9.013,1.106,3.968,7,7,0,0,8.8,0.1,0.4,0,0,0
26.3.2025,44:08.3,39,39,38,38,10.931,4.004,5.192,0.732,202,241,16,43.5,50.7,83,14.104,5.733,8.687,2.848,10.64,5.432,7.821,5.671,1.096,3.671,1,18,0,0,8.8,0,0.2,0,0,0
26.3.2025,44:09.3,39,39,38,38,10.294,3.371,5.188,0.732,202,241,16,43.5,50.7,83,13.861,5.998,7.761,3.186,11.08,6.419,6.981,7.288,1.102,4.167,4,21,0,0,8.8,0.2,0.6,0,0,0
26.3.2025,44:10.3,39,39,38,38,10.357,3.429,5.193,0.733,202,241,16,43.5,50.7,83,13.761,5.75,8.813,2.871,10.66,5.371,7.935,5.601,1.109,3.638,1,15,0,0,8.8,0.1,0.3,0,0,0
26.3.2025,44:11.3,39,39,38,38,12.929,5.944,5.238,0.748,202,241,16,43.5,50.7,83,15.306,6.362,7.049,3.731,11.876,7.648,6.341,9.271,1.104,3.878,6,12,0,0,8.8,0.3,1.1,0,0,0
Date,Time,CPU Package [°C],CPU IA Cores [°C],CPU GT Cores (Graphics) [°C],VR VCC Temperature (SVID) [°C],CPU Package Power [W],IA Cores Power [W],System Agent Power [W],Rest-of-Chip Power [W],PL1 Power Limit (Static) [W],PL2 Power Limit (Static) [W],VR VCC Power (SVID POUT) [W],GPU Temperature [°C],GPU Hot Spot Temperature [°C],GPU Thermal Limit [°C],GPU Power [W],GPU Rail Powers (avg) [W],GPU Core (NVVDD) Input Power (sum) [W],GPU PCIe +12V Input Power [W],GPU 8-pin #1 Input Power [W],GPU Misc0 Input Power [W],GPU Core (NVVDD2) Input Power (sum) [W],GPU Input PP Source Power (sum) [W],GPU Core (NVVDD) Output Power [W],GPU Core (NVVDD) Output Power [W],GPU Core Load [%],GPU Memory Controller Load [%],GPU Video Engine Load [%],GPU Bus Load [%],GPU Memory Usage [%],GPU D3D Usages (avg) [%],GPU D3D Usage [%],GPU Video Decode 0 Usage [%],GPU Video Encode 0 Usage [%],GPU VR Usage [%]
,,CPU [#0]: Intel Core i5-12400: Enhanced,CPU [#0]: Intel Core i5-12400: Enhanced,CPU [#0]: Intel Core i5-12400: Enhanced,CPU [#0]: Intel Core i5-12400: Enhanced,CPU [#0]: Intel Core i5-12400: Enhanced,CPU [#0]: Intel Core i5-12400: Enhanced,CPU [#0]: Intel Core i5-12400: Enhanced,CPU [#0]: Intel Core i5-12400: Enhanced,CPU [#0]: Intel Core i5-12400: Enhanced,CPU [#0]: Intel Core i5-12400: Enhanced,CPU [#0]: Intel Core i5-12400: Enhanced,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060,GPU [#0]: NVIDIA GeForce RTX 3060
